0	713908-814	0	385	-1	120131at7742_13735_0:001084|OV277441.1|-|210|1.82e-57|2|713095|713908|713908[713908]:713735[713735]:174[174]|713664[713661]:713095[713095]:570[567]
0	105110+492	0	521	1	279227at7742_74940_0:0039f6|OV277441.1|+|87|1.936e-20|1|105110|105601|105110[105110]:105601[105601]:492[492]
0	3182044-2522	0	595	-1	418675at7742_34882_0:001855|OV277441.1|-|249|3.311e-69|3|3179523|3182044|3182044[3182044]:3181898[3181898]:147[147]|3180438[3180438]:3180301[3180301]:138[138]|3179642[3179630]:3179523[3179523]:120[108]
0	65640+351	0	705	1	279227at7742_61853_0:0001b6|OV277441.1|+|91|1.21e-21|1|65640|65990|65640[65640]:65990[65990]:351[351]
0	718416-5322	0	779	-1	120131at7742_32536_0:000011|OV277441.1|-|1309|0|9|713095|718416|718416[718416]:717751[717751]:666[666]|716092[716092]:715826[715826]:267[267]|715482[715482]:715330[715330]:153[153]|715255[715249]:715136[715136]:120[114]|715073[715052]:714867[714867]:207[186]|714802[714778]:714587[714587]:216[192]|714499[714493]:714341[714341]:159[153]|714178[714178]:713735[713735]:444[444]|713664[713661]:713095[713095]:570[567]
0	7705091+151060	0	781	1	66052at7742_34882_0:001864|OV277441.1|+|2523|0|15|7705091|7856150|7705091[7705091]:7705267[7705267]:177[177]|7717957[7717966]:7718220[7718220]:264[255]|7741669[7741672]:7741860[7741860]:192[189]|7743618[7743627]:7743776[7743776]:159[150]|7748708[7748714]:7750171[7750171]:1464[1458]|7750955[7750961]:7751188[7751188]:234[228]|7765976[7765976]:7766062[7766062]:87[87]|7767847[7767847]:7767999[7767999]:153[153]|7769486[7769489]:7769665[7769665]:180[177]|7787735[7787741]:7787824[7787824]:90[84]|7812972[7812981]:7813136[7813136]:165[156]|7823168[7823186]:7823287[7823287]:120[102]|7830091[7830091]:7830264[7830264]:174[174]|7832802[7832844]:7832936[7832936]:135[93]|7855911[7855917]:7856150[7856150]:240[234]
0	4350746+48510	0	829	1	65834at7742_9646_0:0045d3|OV277441.1|+|872|9.513e-257|7|4350746|4399255|4350746[4350746]:4350862[4350862]:117[117]|4354837[4354855]:4355409[4355409]:573[555]|4378688[4378691]:4378765[4378765]:78[75]|4386071[4386080]:4386190[4386190]:120[111]|4392299[4392299]:4392589[4392589]:291[291]|4397928[4397943]:4398023[4398023]:96[81]|4399139[4399139]:4399255[4399255]:117[117]
0	44763-1553	0	1060	-1	402344at7742_34882_0:00193d|OV277441.1|-|412|2.832e-118|3|43211|44763|44763[44763]:44347[44347]:417[417]|44201[44192]:43845[43845]:357[348]|43351[43351]:43211[43211]:141[141]
0	715479-329	0	1098	-1	120131at7742_9031_0:004836|OV277441.1|-|128|8.803e-33|2|715151|715479|715479[715479]:715336[715336]:144[144]|715264[715255]:715151[715151]:114[105]
0	3741637+74530	0	1115	1	229692at7742_9986_0:000b68|OV277441.1|+|780|4.71e-229|2|3741637|3816166|3741637[3741637]:3742332[3742332]:696[696]|3815300[3815342]:3816166[3816166]:867[825]
0	719798-2081	0	1237	-1	328272at7742_29073_0:004b6d|OV277441.1|-|422|2.766e-121|2|717718|719798|719798[719798]:719709[719709]:90[90]|718458[718443]:717718[717718]:741[726]
0	1077036+77497	0	1759	1	152085at7742_9668_0:0045c3|OV277441.1|+|1321|0|7|1077036|1154532|1077036[1077036]:1077083[1077083]:48[48]|1078342[1078345]:1079655[1079655]:1314[1311]|1080729[1080735]:1081043[1081043]:315[309]|1135599[1135599]:1135796[1135796]:198[198]|1140734[1140740]:1140793[1140793]:60[54]|1140899[1140914]:1141237[1141237]:339[324]|1154308[1154308]:1154532[1154532]:225[225]
0	139630+486	0	1977	1	279227at7742_240206_0:0029c4|OV277441.1|+|84|1.549e-19|1|139630|140115|139630[139630]:140115[140115]:486[486]
0	432282+3899	0	2008	1	294443at7742_74533_0:00334e|OV277441.1|+|796|7.187e-234|4|432282|436180|432282[432282]:432923[432923]:642[642]|432987[432987]:433283[433283]:297[297]|434001[434004]:434234[434234]:234[231]|435788[435809]:436180[436180]:393[372]
0	1231316-495	0	2343	-1	279227at7742_176946_0:003475|OV277441.1|-|85|7.743e-20|1|1230822|1231316|1231316[1231316]:1230822[1230822]:495[495]
0	3182044-147	0	2438	-1	418675at7742_186990_0:00268c|OV277441.1|-|90|2.42e-21|1|3181898|3182044|3182044[3182044]:3181898[3181898]:147[147]
0	1000911-471	0	2722	-1	279227at7742_259920_0:000d3e|OV277441.1|-|86|3.871e-20|1|1000441|1000911|1000911[1000911]:1000441[1000441]:471[471]
0	206699+504	0	2761	1	279227at7742_8078_0:003dc6|OV277441.1|+|86|3.871e-20|1|206699|207202|206699[206699]:207202[207202]:504[504]
